image_path,caption
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10199_MK_18250016_cn_coin_6847_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10204_BNF_Platzhalter_cn_coin_12664_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10204_BNF_R 4060_cn_coin_12663_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10204_MK_18250010_cn_coin_6843_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10204_MK_18250011_cn_coin_6844_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10204_MK_18250013_cn_coin_6845_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10206_BNF_Platzhalter_cn_coin_12668_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10207_MK_18249966_cn_coin_6819_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10207_MK_18249968_cn_coin_6820_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10214_BNF_Platzhalter_cn_coin_12672_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10215_BNF_R 1824_cn_coin_12674_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10217_BNF_R 1821_cn_coin_12673_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10221_MK_18249958_cn_coin_6812_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10223_MK_18249962_cn_coin_6816_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10223_MK_18249964_cn_coin_6817_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10223_MK_18249965_cn_coin_6818_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10225_BNF_Platzhalter_cn_coin_12666_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10226_BNF_Platzhalter_cn_coin_12667_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10227_BNF_Platzhalter_cn_coin_12669_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10230_MK_18249961_cn_coin_6815_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10237_MK_18249959_cn_coin_6813_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10237_MK_18249960_cn_coin_6814_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10241_MK_18249956_cn_coin_6810_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10242_BNF_Platzhalter_cn_coin_12676_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10242_BNF_R 4062_cn_coin_12675_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10243_cn_coin_8161_p_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10243_cn_coin_8162_p_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10243_cn_coin_8163_p_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10243_cn_coin_8164_p_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10243_MK_18249457_cn_coin_6784_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10245_MK_18250031_cn_coin_6854_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10246_BNF_R 4063_cn_coin_12677_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10247_cn_coin_8159_p_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10247_MK_18250032_cn_coin_8159_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10250_cn_coin_8165_p_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10251_MK_18250028_cn_coin_6853_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10268_BNF_F 6837_cn_coin_12815_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10268_BNF_Platzhalter_cn_coin_12816_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10278_BNF_R 1820_cn_coin_12814_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10278_BNF_R 4110_cn_coin_12813_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10287_BNF_Platzhalter_cn_coin_12818_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10288_BNF_R 4111_cn_coin_12817_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10301_BNF_K 1826_cn_coin_12820_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10301_BNF_Platzhalter_cn_coin_12821_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10303_BNF_Platzhalter_cn_coin_12824_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10303_BNF_Platzhalter_cn_coin_12825_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10303_BNF_R 4112_cn_coin_12822_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10303_BNF_R 4114_cn_coin_12823_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10305_BNF_R 4113_cn_coin_12826_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10315_BNF_Platzhalter_cn_coin_12819_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10337_MK_18249874_cn_coin_6789_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10337_MK_18249875_cn_coin_6790_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10472_MK_18214450_cn_coin_17493_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10473_BNF_41837231_cn_coin_25943_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10473_BNF_41837232_cn_coin_25944_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10481_BNF_41837233_cn_coin_25945_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10483_BNF_41837234_cn_coin_25946_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10636_MK_18249935_cn_coin_6791_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_19760_MK_18254220_cn_coin_30718_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_18495_BNF_41767170_cn_coin_22574_o_rev.jpg,Zeus enthroned right& holding patera and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_2366_cn_coin_30362_o_rev.jpg,Zeus enthroned left& holding sceptre in left hand.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_2615_cn_coin_4396_p_rev.jpg,Group of gods: Serapis& Zeus and Hera; in the middle& Serapis standing left& wearing kalathos& holding patera and cornucopia; to left& nude Zeus standing left& holding patera and sceptre; to right& draped and veiled Hera standing left.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_2615_cn_coin_4397_p_rev.jpg,Group of gods: Serapis& Zeus and Hera; in the middle& Serapis standing left& wearing kalathos& holding patera and cornucopia; to left& nude Zeus standing left& holding patera and sceptre; to right& draped and veiled Hera standing left.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_2649_cn_coin_14416_p_rev.jpg,Zeus standing left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_2649_MK_18264448_cn_coin_14416_o_rev.jpg,Zeus standing left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_2669_BNF_41766268_cn_coin_14432_o_rev.jpg,Zeus standing left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_2895_cn_coin_14702_p_rev.jpg,Zeus standing left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_2895_MK_18221314_cn_coin_14684_o_rev.jpg,Zeus standing left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_2945_MK_18264473_cn_coin_14737_o_rev.jpg,Zeus standing left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_3052_BNF_41766280_cn_coin_14814_o_rev.jpg,Zeus standing left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_3052_cn_coin_14814_p_rev.jpg,Zeus standing left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_3264_cn_coin_15107_p_rev.jpg,Zeus standing left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_3264_cn_coin_15108_p_rev.jpg,Zeus standing left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_3264_MK_18264449_cn_coin_15149_o_rev.jpg,Zeus standing left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_2682_MK_18240542_cn_coin_3793_o_rev.jpg,Nude Zeus standing left& raising right arm& holding thunderbolt in left hand.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_2960_BNF_41766292_cn_coin_21698_o_rev.jpg,Artemis and Zeus; to left& Artemis (Ephesia) with kalathos standing facing& holding wool ties; to right& Zeus (Aëtophoros) standing right& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_2960_cn_coin_14746_p_rev.jpg,Artemis and Zeus; to left& Artemis (Ephesia) with kalathos standing facing& holding wool ties; to right& Zeus (Aëtophoros) standing right& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_2960_cn_coin_14749_p_rev.jpg,Artemis and Zeus; to left& Artemis (Ephesia) with kalathos standing facing& holding wool ties; to right& Zeus (Aëtophoros) standing right& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_2960_cn_coin_14751_p_rev.jpg,Artemis and Zeus; to left& Artemis (Ephesia) with kalathos standing facing& holding wool ties; to right& Zeus (Aëtophoros) standing right& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_2960_cn_coin_14752_p_rev.jpg,Artemis and Zeus; to left& Artemis (Ephesia) with kalathos standing facing& holding wool ties; to right& Zeus (Aëtophoros) standing right& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_2960_cn_coin_14753_p_rev.jpg,Artemis and Zeus; to left& Artemis (Ephesia) with kalathos standing facing& holding wool ties; to right& Zeus (Aëtophoros) standing right& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_2960_cn_coin_14754_p_rev.jpg,Artemis and Zeus; to left& Artemis (Ephesia) with kalathos standing facing& holding wool ties; to right& Zeus (Aëtophoros) standing right& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_2960_cn_coin_14755_p_rev.jpg,Artemis and Zeus; to left& Artemis (Ephesia) with kalathos standing facing& holding wool ties; to right& Zeus (Aëtophoros) standing right& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_2960_cn_coin_14756_p_rev.jpg,Artemis and Zeus; to left& Artemis (Ephesia) with kalathos standing facing& holding wool ties; to right& Zeus (Aëtophoros) standing right& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_2960_MK_18264480_cn_coin_14745_o_rev.jpg,Artemis and Zeus; to left& Artemis (Ephesia) with kalathos standing facing& holding wool ties; to right& Zeus (Aëtophoros) standing right& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_3030_cn_coin_14792_p_rev.jpg,Zeus and Nike; to left& Zeus& holding eagle and sceptre; to right& Nike& crowning emperor& holding palm branch.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_3120_cn_coin_14894_p_rev.jpg,Laureate head of Zeus& left.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_3143_cn_coin_3995_p_rev.jpg,Zeus enthroned& holding patera and sceptre; at his feet& eagle; to upper left& Helios in quadriga right& above& crescent; to upper right& Selene in biga of bulls left& above& star; below& reclining figures of Gaia to right& holding cornucopia and branch& and of Thalassa to left& wearing a crab claws& holding ruder; at her feet& prora ; all within zodiacus.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_3144_BNF_Platzhalter_cn_coin_13167_o_rev.jpg,Zeus enthroned& holding patera and sceptre; at his feet& eagle; to upper left& Helios in quadriga right& above& crescent; to upper right& Selene in biga of bulls left& above& star; below& reclining figures of Gaia to right& holding cornucopia and branch& and of Thalassa to left& wearing a crab claws& holding ruder; at her feet& prora ; all within zodiacus.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_3144_cn_coin_15321_p_rev.jpg,Zeus enthroned& holding patera and sceptre; at his feet& eagle; to upper left& Helios in quadriga right& above& crescent; to upper right& Selene in biga of bulls left& above& star; below& reclining figures of Gaia to right& holding cornucopia and branch& and of Thalassa to left& wearing a crab claws& holding ruder; at her feet& prora ; all within zodiacus.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_3144_cn_coin_3996_p_rev.jpg,Zeus enthroned& holding patera and sceptre; at his feet& eagle; to upper left& Helios in quadriga right& above& crescent; to upper right& Selene in biga of bulls left& above& star; below& reclining figures of Gaia to right& holding cornucopia and branch& and of Thalassa to left& wearing a crab claws& holding ruder; at her feet& prora ; all within zodiacus.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_3144_cn_coin_3998_p_rev.jpg,Zeus enthroned& holding patera and sceptre; at his feet& eagle; to upper left& Helios in quadriga right& above& crescent; to upper right& Selene in biga of bulls left& above& star; below& reclining figures of Gaia to right& holding cornucopia and branch& and of Thalassa to left& wearing a crab claws& holding ruder; at her feet& prora ; all within zodiacus.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_3299_cn_coin_4196_p_rev.jpg,Zeus enthroned left& holding patera and sceptre; at his feet& left& eagle. All within zodiac.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_4089_cn_coin_10826_p_rev.jpg,Zeus standing left& holding thunderbolt and sceptre; at his feet& eagle.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_6597_cn_coin_7016_p_rev.jpg,Zeus standing left& holding thunderbolt and sceptre; at his feet& eagle.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_6597_cn_coin_7017_p_rev.jpg,Zeus standing left& holding thunderbolt and sceptre; at his feet& eagle.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_6597_cn_coin_7018_p_rev.jpg,Zeus standing left& holding thunderbolt and sceptre; at his feet& eagle.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_16988_cn_coin_33167_p_rev.jpg,Zeus standing left& holding thunderbolt and sceptre; at his feet& eagle.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_16988_MK_18270044_cn_coin_33167_o_rev.jpg,Zeus standing left& holding thunderbolt and sceptre; at his feet& eagle.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_16988_MK_18270082_cn_coin_33169_o_rev.jpg,Zeus standing left& holding thunderbolt and sceptre; at his feet& eagle.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_17894_BNF_41766381_cn_coin_21785_o_rev.jpg,Zeus standing left& holding thunderbolt and sceptre; at his feet& eagle.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_17894_cn_coin_21785_p_rev.jpg,Zeus standing left& holding thunderbolt and sceptre; at his feet& eagle.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_17894_cn_coin_43945_p_rev.jpg,Zeus standing left& holding thunderbolt and sceptre; at his feet& eagle.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_17895_BNF_Platzhalter_cn_coin_43944_o_rev.jpg,Zeus standing left& holding thunderbolt and sceptre; at his feet& eagle.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_19584_cn_coin_33167_p_rev.jpg,Zeus standing left& holding thunderbolt and sceptre; at his feet& eagle.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_19584_MK_18270044_cn_coin_33167_o_rev.jpg,Zeus standing left& holding thunderbolt and sceptre; at his feet& eagle.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_19584_MK_18270082_cn_coin_33169_o_rev.jpg,Zeus standing left& holding thunderbolt and sceptre; at his feet& eagle.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_3883_cn_coin_15957_p_rev.jpg,Zeus with bare torso& sitting left& holding a bowl with his right hand& his left arm rested on a scepter& infront of him to his left an eagle
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_3883_cn_coin_15962_p_rev.jpg,Zeus with bare torso& sitting left& holding a bowl with his right hand& his left arm rested on a scepter& infront of him to his left an eagle
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_3997_cn_coin_16187_p_rev.jpg,Zeus in the form of an eagle left& abducting Ganymede with Phrygian cap& chlamys and holding lagobolon in right hand.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_20430_BNF_41769032_cn_coin_24435_o_rev.jpg,Zeus in the form of an eagle left& abducting Ganymede with Phrygian cap& chlamys and holding lagobolon in right hand.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_20430_cn_coin_24435_p_rev.jpg,Zeus in the form of an eagle left& abducting Ganymede with Phrygian cap& chlamys and holding lagobolon in right hand.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_20430_cn_coin_46768_p_rev.jpg,Zeus in the form of an eagle left& abducting Ganymede with Phrygian cap& chlamys and holding lagobolon in right hand.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_20430_cn_coin_46769_p_rev.jpg,Zeus in the form of an eagle left& abducting Ganymede with Phrygian cap& chlamys and holding lagobolon in right hand.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_20430_cn_coin_46770_p_rev.jpg,Zeus in the form of an eagle left& abducting Ganymede with Phrygian cap& chlamys and holding lagobolon in right hand.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_20430_cn_coin_46771_p_rev.jpg,Zeus in the form of an eagle left& abducting Ganymede with Phrygian cap& chlamys and holding lagobolon in right hand.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_20430_cn_coin_46772_p_rev.jpg,Zeus in the form of an eagle left& abducting Ganymede with Phrygian cap& chlamys and holding lagobolon in right hand.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_20430_cn_coin_46773_p_rev.jpg,Zeus in the form of an eagle left& abducting Ganymede with Phrygian cap& chlamys and holding lagobolon in right hand.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_20430_cn_coin_46774_p_rev.jpg,Zeus in the form of an eagle left& abducting Ganymede with Phrygian cap& chlamys and holding lagobolon in right hand.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_20430_cn_coin_46775_p_rev.jpg,Zeus in the form of an eagle left& abducting Ganymede with Phrygian cap& chlamys and holding lagobolon in right hand.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_20430_cn_coin_46776_p_rev.jpg,Zeus in the form of an eagle left& abducting Ganymede with Phrygian cap& chlamys and holding lagobolon in right hand.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_20430_cn_coin_46777_p_rev.jpg,Zeus in the form of an eagle left& abducting Ganymede with Phrygian cap& chlamys and holding lagobolon in right hand.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_20430_cn_coin_46778_p_rev.jpg,Zeus in the form of an eagle left& abducting Ganymede with Phrygian cap& chlamys and holding lagobolon in right hand.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_20430_cn_coin_46779_p_rev.jpg,Zeus in the form of an eagle left& abducting Ganymede with Phrygian cap& chlamys and holding lagobolon in right hand.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_4597_cn_coin_20696_p_rev.jpg,Zeus naked to waist enthroned to the left& holding a patera and his left hand resting on the sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_4833_cn_coin_21176_p_rev.jpg,Zeus naked to waist enthroned to the left& holding a patera and his left hand resting on the sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_4989_cn_coin_26638_p_rev.jpg,Zeus naked to waist enthroned to the left& holding a patera and his left hand resting on the sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_5064_cn_coin_26797_p_rev.jpg,Zeus naked to waist enthroned to the left& holding a patera and his left hand resting on the sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_5064_cn_coin_26798_p_rev.jpg,Zeus naked to waist enthroned to the left& holding a patera and his left hand resting on the sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_6962_cn_coin_216_p_rev.jpg,Zeus naked to waist enthroned to the left& holding a patera and his left hand resting on the sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_6962_cn_coin_217_p_rev.jpg,Zeus naked to waist enthroned to the left& holding a patera and his left hand resting on the sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_6962_MK_18235185_cn_coin_216_o_rev.jpg,Zeus naked to waist enthroned to the left& holding a patera and his left hand resting on the sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_9120_MK_18221462_cn_coin_17615_o_rev.jpg,Zeus naked to waist enthroned to the left& holding a patera and his left hand resting on the sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_4692_BNF_41767781_cn_coin_23184_o_rev.jpg,Tetrastyle temple on crepidoma; within enthroned Zeus and Trajan.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_4692_BNF_41767782_cn_coin_23185_o_rev.jpg,Tetrastyle temple on crepidoma; within enthroned Zeus and Trajan.
